조사연도,시도,지역,기관명,기관유형대분류,기관유형소분류,우편번호,기관주소1,기관주소2,기관대표 전화번호
2023,서울,서초구  ,카스파원격평생교육시설,원격형태,,065-77,서울특별시 서초구 동광로39길 46,,02-532-5280
2023,서울,서초구  ,더조은에듀원격평생교육원,원격형태,,066-26,서울특별시 서초구 서초대로78길 48,,02-6959-1213
2023,서울,강남구  ,현대오토에버평생교육시설,원격형태,,061-79,서울특별시 강남구 테헤란로 510,루첸타워 14층,02-6296-6000
2023,서울,강남구  ,롯데백화점강남점문화센터평생교육시설,사업장부설,유통업체 문화센터,062-07,서울특별시 강남구 선릉로62길 28,롯데백화점 강남점 문화센터,02-531-2100
2023,서울,강남구  ,WMU항공평생교육원,언론기관부설,,061-78,서울특별시 강남구 테헤란로84길 14,지어로빌딩 2층,02-569-5515
2023,서울,강남구  ,골든버그스마트러닝원격평생교육시설,원격형태,,061-97,서울특별시 강남구 선릉로86길 38,,02-523-6625
2023,서울,강남구  ,글로벌인터넷교육방송 원격평생교육시설,원격형태,,062-24,서울특별시 강남구 논현로76길 24,3층 일부,02-6365-5171
2023,서울,서초구  ,글로벌채움평생교육원,언론기관부설,,067-30,서울특별시 서초구 남부순환로347길 60,,02-6268-2281
2023,서울,서초구  ,도아필라테스평생교육시설,언론기관부설,,066-21,서울특별시 서초구 강남대로55길 9-11,6층 전체,02-588-0610
2023,서울,강남구  ,빅사이트평생교육원,언론기관부설,,062-65,서울특별시 강남구 강남대로48길 23,,02-577-9670
2023,서울,서초구  ,서울필름아카데미평생교육원,언론기관부설,,067-86,서울특별시 서초구 강남대로6길 59-1,,02-2058-0683
2023,서울,서초구  ,숲나평생교육원,언론기관부설,,066-77,서울특별시 서초구 방배천로16길 8,,070-8827-9788
2023,서울,강남구  ,아그레아블평생교육원,언론기관부설,,061-40,서울특별시 강남구 테헤란로27길 23,,02-518-3108
2023,서울,서초구  ,에듀몽원격평생교육원,원격형태,,066-42,서울특별시 서초구 서리풀2길 30,,02-6956-9426
2023,서울,강남구  ,에듀윌부동산아카데미평생교육원,지식·인력개발형태,,062-39,서울특별시 강남구 테헤란로8길 37,,02-6736-0600
2023,서울,서초구  ,영날다원격평생교육원,원격형태,,066-34,서울특별시 서초구 서초중앙로 110,B1,070-8631-3536
2023,서울,서초구  ,이디엠글로벌캠퍼스평생교육원,지식·인력개발형태,,066-11,서울특별시 서초구 서초대로77길 55,,
2023,서울,서초구  ,이디엠글로벌클래스평생교육원,지식·인력개발형태,,066-11,서울특별시 서초구 서초대로77길 55,,02-3444-8047
2023,서울,강남구  ,이화엔클렉스원격평생교육원,원격형태,,061-29,서울특별시 강남구 테헤란로1길 28-14,씨티타워 6층,02-363-3489
2023,서울,서초구  ,클래스룸13평생교육원,지식·인력개발형태,,067-45,서울특별시 서초구 논현로31길 41,세원빌딩 2층,02-511-1304
2023,서울,강남구  ,파리어학원원격평생교육원,원격형태,,061-30,서울특별시 강남구 테헤란로 13길 17,,
2023,서울,서초구  ,플래닛라이브러리평생교육원,원격형태,,067-02,서울특별시 서초구 남부순환로 2201 214호(방배동 방배리더스빌),,
2023,서울,서초구  ,하나스쿨오브아트평생교육원,지식·인력개발형태,,066-11,서울특별시 서초구 서초대로 77길 55,,070-465-1022
2023,서울,서초구  ,한국자연치유평생교육원,언론기관부설,,066-26,서울특별시 서초구 서초대로78길 44,나산스위트빌 4층 404호,02-537-8877
2023,서울,강남구  ,준오아카데미원격평생교육원,원격형태,,060-74,서울특별시 강남구 삼성로 710,301호,02-516-0605
2023,서울,서초구  ,리얼컨버세이션원격평생교육원,원격형태,,066-26,서울특별시 서초구 강남대로53길 7,,02-1522-7786
2023,서울,서초구  ,얼티밋커리어그룹원격평생교육원,원격형태,,066-50,서울특별시 서초구 서초대로46길 89 1층(서초동),,070-7543-1883
2023,서울,강남구  ,제이제이원격평생교육원,원격형태,,063-67,서울특별시 강남구 광평로56길 8-13,,02-3413-0001
2023,서울,강남구  ,H&C직무인증원격평생교육원,원격형태,,060-39,서울특별시 강남구 도산대로8길 11 2층,,02-575-0216
2023,서울,강남구  ,캠퍼스T원격평생교육원,원격형태,,062-22,서울특별시 강남구 언주로 411 5층(역삼동),,070-5227-3648
2023,서울,강남구  ,젠지글로벌원격평생교육원,원격형태,,061-00,서울특별시 강남구 봉은사로49길 38,,02-6713-3443
2023,서울,서초구  ,위더스사회복지원격평생교육원,원격형태,,066-15,서울특별시 서초구 서초대로73길 12,8층 805호,02-532-1595
2023,서울,서초구  ,국제디지털원격평생교육원,원격형태,,067-30,서울특별시 서초구 강남대로 263,,02-3281-0464
2023,서울,서초구  ,한국크라우드펀딩협회원격평생교육원,원격형태,,065-24,서울특별시 서초구 강남대로107길 21,,02-6959-9338
2023,서울,강남구  ,에이에이에이(AAA)유학원격평생교육원,원격형태,,061-23,서울특별시 강남구 강남대로 438,,02-599-7980
2023,서울,강남구  ,디디캐스트원격평생교육원,원격형태,,061-23,서울특별시 강남구 강남대로 464,패스트파이브 309호,070-7542-6939
2023,서울,강남구  ,트레바리원격평생교육원,원격형태,,061-34,서울특별시 강남구 강남대로92길 19,,070-4137-9708
2023,서울,강남구  ,인사랑인재개발원격평생교육원,원격형태,,062-33,서울특별시 강남구 강남대로84길 23,한라클래식 1404호,02-511-0602
2023,서울,강남구  ,창업대학교원격평생교육원,원격형태,,061-61,서울특별시 강남구 선릉로100길 32,,02-2052-2052
2023,서울,서초구  ,한국문화산업진흥원원격평생교육원,원격형태,,066-41,서울특별시 서초구 사임당로18길 19,,02-6439-2727
2023,서울,서초구  ,CH원격평생교육원,원격형태,,067-43,서울특별시 서초구 강남대로30길 23,이손빌딩 2층 씨에이치교육,02-577-2202
2023,서울,강남구  ,BDO성현원격평생교육원,원격형태,,061-78,서울특별시 강남구 테헤란로82길 15,,02-517-8333
2023,서울,강남구  ,덩어리영어원격평생교육시설,원격형태,,062-53,서울특별시 강남구 도곡로3길 25,1112호,02-6203-6004
2023,서울,강남구  ,옐로우보드원격평생교육원,원격형태,,062-53,서울특별시 강남구 강남대로 314 별관 3층(역삼동 서우빌딩),전체,
2023,서울,서초구  ,스픽투원격평생교육시설,원격형태,,066-44,서울특별시 서초구 서초중앙로 125,708호(서초동),02-1544-0159
2023,서울,강남구  ,배움원격평생교육원,원격형태,,061-05,서울특별시 강남구 언주로 647,4층 412호(논현동),02-592-0114
2023,서울,서초구  ,대한변리사회부설평생교육원,지식·인력개발형태,,066-60,서울특별시 서초구 명달로 107,2층,02-3486-3486
2023,서울,서초구  ,프로그래머스평생교육원,지식·인력개발형태,,066-27,서울특별시 서초구 강남대로 327,,1533-1886
2023,서울,서초구  ,메가HRD센터평생교육시설,지식·인력개발형태,,067-32,서울특별시 서초구 서운로 19,,1544-6544
2023,서울,강남구  ,헥사곤글로벌캠퍼스평생교육원,지식·인력개발형태,,061-03,서울특별시 강남구 봉은사로 321,2층,02-333-9905
2023,서울,강남구  ,트레바리강남아지트평생교육원,지식·인력개발형태,,061-34,서울특별시 강남구 강남대로92길 19,,02-1522-4616
2023,서울,강남구  ,한국평생교육원,시민사회단체부설,,061-31,서울특별시 강남구 테헤란로19길 28,,02-836-1110
2023,서울,서초구  ,유케이에프엔평생교육원,언론기관부설,,065-34,서울특별시 서초구 강남대로89길 30,,02-6953-0502
2023,서울,강남구  ,센트리얼필라테스대치점평생교육원,언론기관부설,,062-80,서울특별시 강남구 남부순환로2909,406_407호,02-568-3707
2023,서울,강남구  ,컬컴강남평생교육원,언론기관부설,,061-31,서울특별시 강남구 논현로93길 4,,
2023,서울,강남구  ,jh스튜디오(studio)세곡점평생교육원,언론기관부설,,063-76,서울특별시 강남구 헌릉로569길 9,강남지웰파인즈 302A호,02-445-0636
2023,서울,강남구  ,루미에르평생교육원,언론기관부설,,060-29,서울특별시 강남구 논현로159길 52-1,,
2023,서울,서초구  ,비엠더프라이빗방배점평생교육원,언론기관부설,,065-85,서울특별시 서초구 방배로202,201호,02-533-5881
2023,서울,서초구  ,제이핏필라테스교대점평생교육원,언론기관부설,,066-04,서울특별시 서초구 서초대로51길 28,,02-535-9670
2023,서울,서초구  ,국제필라테스요가전문평생교육원,언론기관부설,,067-30,서울특별시 서초구 강남대로263,새움빌딩 7층,02-3281-0464
2023,서울,서초구  ,(ALL)올에듀,원격형태,,067-21,서울특별시 서초구 효령로 336,6층,1600-4821
2023,서울,서초구  ,프로그래머스원격평생교육원,원격형태,,066-28,서울특별시 서초구 강남대로 311,드림플러스 강남 927호,1533-1886
2023,서울,강남구  ,리비필라테스도곡점평생교육원,언론기관부설,,062-95,서울특별시 강남구 언주로 118 상가1층 126호 (도곡동 우성캐릭터199),,02-575-0717
2023,서울,강남구  ,문필라테스평생교육원,언론기관부설,,061-97,서울특별시 강남구 선릉로86길 30 5층 (대치동),,
2023,서울,강남구  ,더유학평생교육원,언론기관부설,,061-40,서울특별시 강남구 논현로 512 3층 (역삼동),,02-564-4636
2023,서울,서초구  ,라라라스튜디오평생교육원,언론기관부설,,065-26,서울특별시 서초구 강남대로95길 28 2층 (잠원동 우림빌딩),,
2023,서울,강남구  ,아라평생교육원,언론기관부설,,060-51,서울특별시 강남구 학동로31길 30 3층 (논현동),,02-3452-5454
2023,서울,강남구  ,와인비전평생교육원,언론기관부설,,060-59,서울특별시 강남구 선릉로135길 12 4층 (논현동),,02-514-1855
2023,서울,서초구  ,인어스필라테스&플라잉요가양재점평생교육원,언론기관부설,,067-84,서울특별시 서초구 동산로 64 6층 전체 (양재동 화성빌딩),,02-575-2414
2023,서울,서초구  ,숨in숲필라테스뱅뱅사거리점평생교육원,언론기관부설,,067-29,서울특별시 서초구 효령로 426 3층 4층 (서초동 두꺼비 MASSAGE),,02-521-1777
2023,서울,서초구  ,숨in숲필라테스&PT평생교육원,언론기관부설,,067-37,서울특별시 서초구 남부순환로 2606 3층일부(건축물대장상 4층) (양재동 금정빌딩),,02-579-0777
2023,서울,강남구  ,캐나다스탓필라테스평생교육원,언론기관부설,,060-14,서울특별시 강남구 선릉로152길 17 3층 301호 304호 (청담동 아시아청담부띠끄),,
2023,서울,서초구  ,더초이스에듀평생교육원,언론기관부설,,065-36,서울특별시 서초구 강남대로 525 10층 (반포동 세영제이타워),,070-4126-7188
2023,서울,서초구  ,한국문화산업평생교육원,언론기관부설,,067-81,서울특별시 서초구 동산로19길 5 4층 일부 (양재동 백산빌딩),,02-6439-2727
2023,서울,강남구  ,에이에이에이(AAA)어학평생교육원,언론기관부설,,061-23,서울특별시 강남구 강남대로 438 504호~506호 (역삼동 스타플렉스),,
2023,서울,강남구  ,부자지도아카데미평생교육원,언론기관부설,,062-39,서울특별시 강남구 테헤란로8길 25 3층 1호 (역삼동),,02-563-1470
2023,서울,서초구  ,케이위더스평생교육원,언론기관부설,,067-36,서울특별시 서초구 강남대로 216 1층 1호 내 3호 (양재동 양재프라자),,02-2282-2782
2023,서울,강남구  ,필라테스더핏평생교육원,언론기관부설,,062-92,서울특별시 강남구 언주로30길 13 6층 601호 일부(편의상 602호) (도곡동 대림아크로빌 대림아크로텔),601호,02-571-7740
2023,서울,강남구  ,잠재지능평생교육원,지식·인력개발형태,,063-12,서울특별시 강남구 논현로16길 14-8 2층 3층 (개포동),,
2023,서울,강남구  ,솔데스크강남평생교육원,지식·인력개발형태,,061-29,서울특별시 강남구 강남대로98길 16 2층 (역삼동 파빌리온),,02-2138-3271
2023,서울,서초구  ,넥스트러너스평생교육시설,지식·인력개발형태,,065-27,서울특별시 서초구 강남대로99길 45 6층 (잠원동 엠빌딩),6층,070-4099-7110
2023,서울,서초구  ,한국경영기술지도사회평생교육원,지식·인력개발형태,,068-02,서울특별시 서초구 청계산로 203 5층 503호 509호 510호 (신원동),,02-569-2521
2023,서울,서초구  ,잉글리쉬700원격평생교육원,원격형태,,066-20,서울특별시 서초구 강남대로 381 505호 (서초동 두산베어스텔),,02-537-2770
2023,서울,강남구  ,소울클래스원격평생교육원,원격형태,,060-69,서울특별시 강남구 선릉로704 12층 1266-2호,,070-8018-9379
2023,서울,서초구  ,감성에듀원격평생교육원,원격형태,,065-24,서울특별시 서초구 강남대로107길 21 2층 일부 (잠원동 대능빌딩),,031-722-6222
2023,서울,강남구  ,NBM아카데미원격평생교육원,원격형태,,061-92,서울특별시 강남구 선릉로90길 10 비동 103호 (대치동 샹제리제센터),,02-566-4263
2023,서울,강남구  ,드림널스원격평생교육원,원격형태,,061-94,서울특별시 강남구 테헤란로78길 14-10 5층 (대치동 약산빌딩),,070-8887-2331
